"","subj.id","condition","trial","order","order2","subject_name","age","sex","z.age","z.trial","z.order","condition.dummy","order.dummy","condition.c","order.c","correct"
"18","subj.2","test",1,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,1
"19","subj.3","test",1,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,1
"20","subj.4","test",1,"test_first",1,"Roy",12,"Male",-1.76172107666361,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,1
"21","subj.5","test",1,"control_first",2,"Tess",27,"Female",0.536175979854142,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,1
"22","subj.6","test",1,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,0
"23","subj.7","test",1,"control_first",2,"William",19,"Male",-0.689369116955325,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,0
"24","subj.8","test",1,"test_first",1,"Akela",31,"Female",1.14894852825888,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,1
"25","subj.9","test",1,"control_first",2,"Mary",15,"Female",-1.30214166536006,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,0
"26","subj.10","test",1,"control_first",2,"Amizero",30,"Female",0.995755391157692,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,1
"27","subj.11","test",1,"test_first",1,"Bahati",26,"Female",0.382982842752958,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,1
"28","subj.12","test",1,"control_first",2,"Chipie",28,"Female",0.689369116955325,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,1
"29","subj.13","test",1,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,0
"30","subj.14","test",1,"control_first",2,"Dufa",28,"Female",0.689369116955325,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,1
"31","subj.15","test",1,"test_first",1,"Jane",15,"Female",-1.30214166536006,-1.59117911045189,-0.998697067850574,1,1,0.5,0.5,1
"32","subj.16","test",1,"control_first",2,"Joy",15,"Female",-1.30214166536006,-1.59117911045189,0.998697067850574,1,0,0.5,-0.5,0
"33","subj.1","control",2,"test_first",2,"Akela",31,"Female",1.14894852825888,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,0
"34","subj.2","control",2,"test_first",2,"AliKaka",20,"Male",-0.536175979854142,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,0
"35","subj.3","control",2,"control_first",1,"Nyankuru",29,"Male",0.842562254056509,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"36","subj.4","control",2,"test_first",2,"Roy",12,"Male",-1.76172107666361,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,0
"37","subj.5","control",2,"control_first",1,"Tess",27,"Female",0.536175979854142,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"38","subj.6","control",2,"test_first",2,"Uruhara",30,"Male",0.995755391157692,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,0
"39","subj.7","control",2,"control_first",1,"William",19,"Male",-0.689369116955325,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,1
"40","subj.8","control",2,"test_first",2,"Akela",31,"Female",1.14894852825888,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,1
"41","subj.9","control",2,"control_first",1,"Mary",15,"Female",-1.30214166536006,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"42","subj.10","control",2,"control_first",1,"Amizero",30,"Female",0.995755391157692,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"43","subj.11","control",2,"test_first",2,"Bahati",26,"Female",0.382982842752958,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,1
"44","subj.12","control",2,"control_first",1,"Chipie",28,"Female",0.689369116955325,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"45","subj.13","control",2,"test_first",2,"Amahirwe",20,"Male",-0.536175979854142,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,1
"46","subj.14","control",2,"control_first",1,"Dufa",28,"Female",0.689369116955325,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"47","subj.15","control",2,"test_first",2,"Jane",15,"Female",-1.30214166536006,-1.30187381764245,0.998697067850574,0,1,-0.5,0.5,0
"48","subj.16","control",2,"control_first",1,"Joy",15,"Female",-1.30214166536006,-1.30187381764245,-0.998697067850574,0,0,-0.5,-0.5,0
"49","subj.1","test",2,"test_first",1,"Akela",31,"Female",1.14894852825888,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"50","subj.2","test",2,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"51","subj.3","test",2,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"52","subj.4","test",2,"test_first",1,"Roy",12,"Male",-1.76172107666361,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,0
"53","subj.5","test",2,"control_first",2,"Tess",27,"Female",0.536175979854142,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,0
"54","subj.6","test",2,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"55","subj.7","test",2,"control_first",2,"William",19,"Male",-0.689369116955325,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"56","subj.8","test",2,"test_first",1,"Akela",31,"Female",1.14894852825888,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"57","subj.9","test",2,"control_first",2,"Mary",15,"Female",-1.30214166536006,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"58","subj.10","test",2,"control_first",2,"Amizero",30,"Female",0.995755391157692,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"59","subj.11","test",2,"test_first",1,"Bahati",26,"Female",0.382982842752958,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"60","subj.12","test",2,"control_first",2,"Chipie",28,"Female",0.689369116955325,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"61","subj.13","test",2,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"62","subj.14","test",2,"control_first",2,"Dufa",28,"Female",0.689369116955325,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,1
"63","subj.15","test",2,"test_first",1,"Jane",15,"Female",-1.30214166536006,-1.30187381764245,-0.998697067850574,1,1,0.5,0.5,1
"64","subj.16","test",2,"control_first",2,"Joy",15,"Female",-1.30214166536006,-1.30187381764245,0.998697067850574,1,0,0.5,-0.5,0
"65","subj.1","control",3,"test_first",2,"Akela",31,"Female",1.14894852825888,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,0
"66","subj.2","control",3,"test_first",2,"AliKaka",20,"Male",-0.536175979854142,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,1
"67","subj.3","control",3,"control_first",1,"Nyankuru",29,"Male",0.842562254056509,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,0
"68","subj.4","control",3,"test_first",2,"Roy",12,"Male",-1.76172107666361,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,1
"69","subj.5","control",3,"control_first",1,"Tess",27,"Female",0.536175979854142,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,1
"70","subj.6","control",3,"test_first",2,"Uruhara",30,"Male",0.995755391157692,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,0
"71","subj.7","control",3,"control_first",1,"William",19,"Male",-0.689369116955325,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,0
"72","subj.8","control",3,"test_first",2,"Akela",31,"Female",1.14894852825888,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,0
"73","subj.9","control",3,"control_first",1,"Mary",15,"Female",-1.30214166536006,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,1
"74","subj.10","control",3,"control_first",1,"Amizero",30,"Female",0.995755391157692,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,0
"75","subj.11","control",3,"test_first",2,"Bahati",26,"Female",0.382982842752958,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,0
"76","subj.12","control",3,"control_first",1,"Chipie",28,"Female",0.689369116955325,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,1
"77","subj.13","control",3,"test_first",2,"Amahirwe",20,"Male",-0.536175979854142,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,1
"78","subj.14","control",3,"control_first",1,"Dufa",28,"Female",0.689369116955325,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,0
"79","subj.15","control",3,"test_first",2,"Jane",15,"Female",-1.30214166536006,-1.01256852483302,0.998697067850574,0,1,-0.5,0.5,0
"80","subj.16","control",3,"control_first",1,"Joy",15,"Female",-1.30214166536006,-1.01256852483302,-0.998697067850574,0,0,-0.5,-0.5,1
"81","subj.1","test",3,"test_first",1,"Akela",31,"Female",1.14894852825888,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,1
"82","subj.2","test",3,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"83","subj.3","test",3,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,0
"84","subj.4","test",3,"test_first",1,"Roy",12,"Male",-1.76172107666361,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"85","subj.5","test",3,"control_first",2,"Tess",27,"Female",0.536175979854142,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,0
"86","subj.6","test",3,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"87","subj.7","test",3,"control_first",2,"William",19,"Male",-0.689369116955325,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,1
"88","subj.8","test",3,"test_first",1,"Akela",31,"Female",1.14894852825888,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,1
"89","subj.9","test",3,"control_first",2,"Mary",15,"Female",-1.30214166536006,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,0
"90","subj.10","test",3,"control_first",2,"Amizero",30,"Female",0.995755391157692,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,1
"91","subj.11","test",3,"test_first",1,"Bahati",26,"Female",0.382982842752958,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"92","subj.12","test",3,"control_first",2,"Chipie",28,"Female",0.689369116955325,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,1
"93","subj.13","test",3,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"94","subj.14","test",3,"control_first",2,"Dufa",28,"Female",0.689369116955325,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,1
"95","subj.15","test",3,"test_first",1,"Jane",15,"Female",-1.30214166536006,-1.01256852483302,-0.998697067850574,1,1,0.5,0.5,0
"96","subj.16","test",3,"control_first",2,"Joy",15,"Female",-1.30214166536006,-1.01256852483302,0.998697067850574,1,0,0.5,-0.5,0
"97","subj.1","control",4,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,0
"98","subj.2","control",4,"test_first",2,"AliKaka",20,"Male",-0.536175979854142,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,1
"99","subj.3","control",4,"control_first",1,"Nyankuru",29,"Male",0.842562254056509,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"100","subj.4","control",4,"test_first",2,"Roy",12,"Male",-1.76172107666361,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,1
"101","subj.5","control",4,"control_first",1,"Tess",27,"Female",0.536175979854142,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"102","subj.6","control",4,"test_first",2,"Uruhara",30,"Male",0.995755391157692,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,1
"103","subj.7","control",4,"control_first",1,"William",19,"Male",-0.689369116955325,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"104","subj.8","control",4,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,1
"105","subj.9","control",4,"control_first",1,"Mary",15,"Female",-1.30214166536006,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"106","subj.10","control",4,"control_first",1,"Amizero",30,"Female",0.995755391157692,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"107","subj.11","control",4,"test_first",2,"Bahati",26,"Female",0.382982842752958,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,0
"108","subj.12","control",4,"control_first",1,"Chipie",28,"Female",0.689369116955325,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"109","subj.13","control",4,"test_first",2,"Amahirwe",20,"Male",-0.536175979854142,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,0
"110","subj.14","control",4,"control_first",1,"Dufa",28,"Female",0.689369116955325,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"111","subj.15","control",4,"test_first",2,"Jane",15,"Female",-1.30214166536006,-0.723263232023585,0.998697067850574,0,1,-0.5,0.5,0
"112","subj.16","control",4,"control_first",1,"Joy",15,"Female",-1.30214166536006,-0.723263232023585,-0.998697067850574,0,0,-0.5,-0.5,0
"113","subj.1","test",4,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,0
"114","subj.2","test",4,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,0
"115","subj.3","test",4,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,0
"116","subj.4","test",4,"test_first",1,"Roy",12,"Male",-1.76172107666361,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,1
"117","subj.5","test",4,"control_first",2,"Tess",27,"Female",0.536175979854142,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,1
"118","subj.6","test",4,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,1
"119","subj.7","test",4,"control_first",2,"William",19,"Male",-0.689369116955325,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,1
"120","subj.8","test",4,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,1
"121","subj.9","test",4,"control_first",2,"Mary",15,"Female",-1.30214166536006,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,0
"122","subj.10","test",4,"control_first",2,"Amizero",30,"Female",0.995755391157692,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,0
"123","subj.11","test",4,"test_first",1,"Bahati",26,"Female",0.382982842752958,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,0
"124","subj.12","test",4,"control_first",2,"Chipie",28,"Female",0.689369116955325,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,1
"125","subj.13","test",4,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,1
"126","subj.14","test",4,"control_first",2,"Dufa",28,"Female",0.689369116955325,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,1
"127","subj.15","test",4,"test_first",1,"Jane",15,"Female",-1.30214166536006,-0.723263232023585,-0.998697067850574,1,1,0.5,0.5,1
"128","subj.16","test",4,"control_first",2,"Joy",15,"Female",-1.30214166536006,-0.723263232023585,0.998697067850574,1,0,0.5,-0.5,0
"129","subj.1","control",5,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,1
"130","subj.2","control",5,"test_first",2,"AliKaka",20,"Male",-0.536175979854142,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,0
"131","subj.3","control",5,"control_first",1,"Nyankuru",29,"Male",0.842562254056509,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"132","subj.4","control",5,"test_first",2,"Roy",12,"Male",-1.76172107666361,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,0
"133","subj.5","control",5,"control_first",1,"Tess",27,"Female",0.536175979854142,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"134","subj.6","control",5,"test_first",2,"Uruhara",30,"Male",0.995755391157692,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,1
"135","subj.7","control",5,"control_first",1,"William",19,"Male",-0.689369116955325,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"136","subj.8","control",5,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,0
"137","subj.9","control",5,"control_first",1,"Mary",15,"Female",-1.30214166536006,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"138","subj.10","control",5,"control_first",1,"Amizero",30,"Female",0.995755391157692,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"139","subj.11","control",5,"test_first",2,"Bahati",26,"Female",0.382982842752958,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,0
"140","subj.12","control",5,"control_first",1,"Chipie",28,"Female",0.689369116955325,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,1
"141","subj.13","control",5,"test_first",2,"Amahirwe",20,"Male",-0.536175979854142,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,1
"142","subj.14","control",5,"control_first",1,"Dufa",28,"Female",0.689369116955325,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"143","subj.15","control",5,"test_first",2,"Jane",15,"Female",-1.30214166536006,-0.433957939214151,0.998697067850574,0,1,-0.5,0.5,0
"144","subj.16","control",5,"control_first",1,"Joy",15,"Female",-1.30214166536006,-0.433957939214151,-0.998697067850574,0,0,-0.5,-0.5,0
"145","subj.1","test",5,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,0
"146","subj.2","test",5,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,1
"147","subj.3","test",5,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"148","subj.4","test",5,"test_first",1,"Roy",12,"Male",-1.76172107666361,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,1
"149","subj.5","test",5,"control_first",2,"Tess",27,"Female",0.536175979854142,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"150","subj.6","test",5,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,0
"151","subj.7","test",5,"control_first",2,"William",19,"Male",-0.689369116955325,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"152","subj.8","test",5,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,1
"153","subj.9","test",5,"control_first",2,"Mary",15,"Female",-1.30214166536006,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,1
"154","subj.10","test",5,"control_first",2,"Amizero",30,"Female",0.995755391157692,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"155","subj.11","test",5,"test_first",1,"Bahati",26,"Female",0.382982842752958,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,0
"156","subj.12","test",5,"control_first",2,"Chipie",28,"Female",0.689369116955325,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"157","subj.13","test",5,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,1
"158","subj.14","test",5,"control_first",2,"Dufa",28,"Female",0.689369116955325,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"159","subj.15","test",5,"test_first",1,"Jane",15,"Female",-1.30214166536006,-0.433957939214151,-0.998697067850574,1,1,0.5,0.5,1
"160","subj.16","test",5,"control_first",2,"Joy",15,"Female",-1.30214166536006,-0.433957939214151,0.998697067850574,1,0,0.5,-0.5,0
"161","subj.1","control",6,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"162","subj.2","control",6,"test_first",2,"AliKaka",20,"Male",-0.536175979854142,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"163","subj.3","control",6,"control_first",1,"Nyankuru",29,"Male",0.842562254056509,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"164","subj.4","control",6,"test_first",2,"Roy",12,"Male",-1.76172107666361,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,1
"165","subj.5","control",6,"control_first",1,"Tess",27,"Female",0.536175979854142,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"166","subj.6","control",6,"test_first",2,"Uruhara",30,"Male",0.995755391157692,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"167","subj.7","control",6,"control_first",1,"William",19,"Male",-0.689369116955325,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"168","subj.8","control",6,"test_first",2,"Akela",31,"Female",1.14894852825888,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,1
"169","subj.9","control",6,"control_first",1,"Mary",15,"Female",-1.30214166536006,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,1
"170","subj.10","control",6,"control_first",1,"Amizero",30,"Female",0.995755391157692,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"171","subj.11","control",6,"test_first",2,"Bahati",26,"Female",0.382982842752958,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"172","subj.12","control",6,"control_first",1,"Chipie",28,"Female",0.689369116955325,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,1
"173","subj.13","control",6,"test_first",2,"Amahirwe",20,"Male",-0.536175979854142,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"174","subj.14","control",6,"control_first",1,"Dufa",28,"Female",0.689369116955325,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"175","subj.15","control",6,"test_first",2,"Jane",15,"Female",-1.30214166536006,-0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
"176","subj.16","control",6,"control_first",1,"Joy",15,"Female",-1.30214166536006,-0.144652646404717,-0.998697067850574,0,0,-0.5,-0.5,0
"177","subj.1","test",6,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,0
"178","subj.2","test",6,"test_first",1,"AliKaka",20,"Male",-0.536175979854142,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,1
"179","subj.3","test",6,"control_first",2,"Nyankuru",29,"Male",0.842562254056509,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,1
"180","subj.4","test",6,"test_first",1,"Roy",12,"Male",-1.76172107666361,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,1
"181","subj.5","test",6,"control_first",2,"Tess",27,"Female",0.536175979854142,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,0
"182","subj.6","test",6,"test_first",1,"Uruhara",30,"Male",0.995755391157692,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,0
"183","subj.7","test",6,"control_first",2,"William",19,"Male",-0.689369116955325,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,0
"184","subj.8","test",6,"test_first",1,"Akela",31,"Female",1.14894852825888,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,0
"185","subj.9","test",6,"control_first",2,"Mary",15,"Female",-1.30214166536006,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,1
"186","subj.10","test",6,"control_first",2,"Amizero",30,"Female",0.995755391157692,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,1
"187","subj.11","test",6,"test_first",1,"Bahati",26,"Female",0.382982842752958,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,0
"188","subj.12","test",6,"control_first",2,"Chipie",28,"Female",0.689369116955325,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,1
"189","subj.13","test",6,"test_first",1,"Amahirwe",20,"Male",-0.536175979854142,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,1
"190","subj.14","test",6,"control_first",2,"Dufa",28,"Female",0.689369116955325,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,1
"191","subj.15","test",6,"test_first",1,"Jane",15,"Female",-1.30214166536006,-0.144652646404717,-0.998697067850574,1,1,0.5,0.5,1
"192","subj.16","test",6,"control_first",2,"Joy",15,"Female",-1.30214166536006,-0.144652646404717,0.998697067850574,1,0,0.5,-0.5,0
"193","subj.1","control",7,"test_first",2,"Akela",31,"Female",1.14894852825888,0.144652646404717,0.998697067850574,0,1,-0.5,0.5,0
